Site,Date,Net.location,Net.size,Net.length,Open,Closed,No.Playbacks
PALO,2/4/05,BS5,12,12,16:30,19:00,NA
PALO,2/4/05,BN1,12,12,16:30,19:00,NA
PALO,2/4/05,BN2,12,12,16:30,19:00,NA
PALO,2/4/05,BN3,12,12,16:30,19:00,NA
PALO,2/4/05,CN1,12,12,16:30,19:00,NA
PALO,2/4/05,CN2,12,12,16:30,19:00,NA
PALO,2/4/05,CN3,12,12,16:30,19:00,NA
PALO,2/4/05,CN4,12,12,16:30,19:00,NA
PALO,2/4/05,CN5,12,12,16:30,19:00,NA
PALO,2/4/05,CN6,12,12,16:30,19:00,NA
PALO,2/4/05,CN7,12,12,16:30,19:00,NA
PALO,2/4/05,CN8,12,12,16:30,19:00,NA
PALO,2/4/05,CN9,12,12,16:30,19:00,NA
PALO,2/4/05,CN10,12,12,16:30,19:00,NA
PALO,2/5/05,AS1,12,12,7:00,19:00,NA
PALO,2/5/05,AS2,12,12,8:00,19:00,NA
PALO,2/5/05,AS3,12,12,8:00,19:00,NA
PALO,2/5/05,AN1,12,12,7:00,19:00,NA
PALO,2/5/05,AN2,12,12,7:00,19:00,NA
PALO,2/5/05,AN3,12,12,7:00,19:00,NA
PALO,2/5/05,BS1,12,12,7:00,19:00,NA
PALO,2/5/05,BS2,12,12,7:00,19:00,NA
PALO,2/5/05,BS3,12,12,7:00,19:00,NA
PALO,2/5/05,BS4,12,12,7:00,19:00,NA
PALO,2/5/05,BN1,12,12,7:00,19:00,NA
PALO,2/5/05,BN2,12,12,7:00,19:00,NA
PALO,2/5/05,BN3,12,12,7:00,19:00,NA
PALO,2/5/05,BN4,12,12,8:00,19:00,NA
PALO,2/5/05,CS2,12,12,7:00,19:00,NA
PALO,2/5/05,CS3,12,12,7:00,19:00,NA
PALO,2/5/05,CS4,12,12,7:00,19:00,NA
PALO,2/5/05,CS5,12,12,7:00,19:00,NA
PALO,2/5/05,CS6,12,12,18:30,19:00,NA
PALO,2/5/05,CN1,12,12,7:00,19:00,NA
PALO,2/5/05,CN2,12,12,7:00,19:00,NA
PALO,2/5/05,CN3,12,12,7:00,19:00,NA
PALO,2/5/05,CN4,12,12,7:00,19:00,NA
PALO,2/5/05,CN5,12,12,7:00,19:00,NA
PALO,2/5/05,CN6,12,12,7:00,19:00,NA
PALO,2/5/05,R1,12,12,17:00,19:00,NA
PALO,2/5/05,R2,12,12,11:00,19:00,NA
PALO,2/5/05,R3,12,12,8:00,19:00,NA
PALO,2/5/05,R4,12,12,8:00,19:00,NA
PALO,2/5/05,R5,12,12,8:00,19:00,NA
PALO,2/6/05,AS1,12,12,7:00,19:00,NA
PALO,2/6/05,AS2,12,12,7:00,19:00,NA
PALO,2/6/05,AS3,12,12,7:00,19:00,NA
PALO,2/6/05,AN1,12,12,7:00,19:00,NA
PALO,2/6/05,AN2,12,12,7:00,19:00,NA
PALO,2/6/05,AN3,12,12,7:00,19:00,NA
PALO,2/6/05,AN4,12,12,7:00,19:00,NA
PALO,2/6/05,BS1,12,12,7:00,19:00,NA
PALO,2/6/05,BS2,12,12,7:00,19:00,NA
PALO,2/6/05,BS3,12,12,7:00,19:00,NA
PALO,2/6/05,BS4,12,12,7:00,19:00,NA
PALO,2/6/05,BN1,12,12,7:00,19:00,NA
PALO,2/6/05,BN2,12,12,7:00,19:00,NA
PALO,2/6/05,BN3,12,12,7:00,19:00,NA
PALO,2/6/05,BN4,12,12,7:00,19:00,NA
PALO,2/6/05,CS1,12,12,7:00,19:00,NA
PALO,2/6/05,CS2,12,12,7:00,19:00,NA
PALO,2/6/05,CS3,12,12,7:00,19:00,NA
PALO,2/6/05,CS4,12,12,7:00,19:00,NA
PALO,2/6/05,CS5,12,12,7:00,19:00,NA
PALO,2/6/05,CS6,12,12,7:00,19:00,NA
PALO,2/6/05,CN1,12,12,7:00,19:00,NA
PALO,2/6/05,CN2,12,12,7:00,19:00,NA
PALO,2/6/05,CN3,12,12,7:00,19:00,NA
PALO,2/6/05,CN4,12,12,7:00,19:00,NA
PALO,2/6/05,CN5,12,12,7:00,19:00,NA
PALO,2/6/05,R1,12,12,7:00,19:00,NA
PALO,2/6/05,R2,12,12,7:00,19:00,NA
PALO,2/6/05,R3,12,12,7:00,19:00,NA
PALO,2/6/05,R4,12,12,7:00,19:00,NA
PALO,2/6/05,R5,12,12,7:00,19:00,NA
PALO,2/7/05,AS1,12,12,7:00,10:00,NA
PALO,2/7/05,AS2,12,12,7:00,10:00,NA
PALO,2/7/05,AS3,12,12,7:00,10:00,NA
PALO,2/7/05,AN1,12,12,7:00,10:00,NA
PALO,2/7/05,AN2,12,12,7:00,10:00,NA
PALO,2/7/05,AN3,12,12,7:00,10:00,NA
PALO,2/7/05,AN4,12,12,7:00,10:00,NA
PALO,2/7/05,BS1,12,12,7:00,10:00,NA
PALO,2/7/05,BS2,12,12,7:00,10:00,NA
PALO,2/7/05,BS3,12,12,7:00,10:00,NA
PALO,2/7/05,BS4,12,12,7:00,10:00,NA
PALO,2/7/05,BN1,12,12,7:00,10:00,NA
PALO,2/7/05,BN2,12,12,7:00,10:00,NA
PALO,2/7/05,BN3,12,12,7:00,10:00,NA
PALO,2/7/05,BN4,12,12,7:00,10:00,NA
PALO,2/7/05,CS1,12,12,7:00,10:00,NA
PALO,2/7/05,CS2,12,12,7:00,10:00,NA
PALO,2/7/05,CS3,12,12,7:00,10:00,NA
PALO,2/7/05,CS4,12,12,7:00,10:00,NA
PALO,2/7/05,CS5,12,12,7:00,10:00,NA
PALO,2/7/05,CS6,12,12,7:00,10:00,NA
PALO,2/7/05,CN1,12,12,7:00,10:00,NA
PALO,2/7/05,CN2,12,12,7:00,10:00,NA
PALO,2/7/05,CN3,12,12,7:00,10:00,NA
PALO,2/7/05,CN4,12,12,7:00,10:00,NA
PALO,2/7/05,CN5,12,12,7:00,10:00,NA
PALO,2/7/05,R1,12,12,7:00,10:00,NA
PALO,2/7/05,R2,12,12,7:00,10:00,NA
PALO,2/7/05,R3,12,12,7:00,10:00,NA
PALO,2/7/05,R4,12,12,7:00,10:00,NA
PALO,2/7/05,R5,12,12,7:00,10:00,NA
PALO,1/26/06,AS1,12,12,16:30,19:00,NA
PALO,1/26/06,AS2,12,12,16:30,19:00,NA
PALO,1/26/06,AS3,12,12,16:30,19:00,NA
PALO,1/26/06,AN1,12,12,16:30,19:00,NA
PALO,1/26/06,AN2,12,12,16:30,19:00,NA
PALO,1/26/06,AN3,12,12,16:30,19:00,NA
PALO,1/26/06,BS1,12,12,17:00,19:00,NA
PALO,1/26/06,BS2,12,12,17:00,19:00,NA
PALO,1/26/06,BS3,12,12,17:00,19:00,NA
PALO,1/26/06,BS4,12,12,17:00,19:00,NA
PALO,1/26/06,BS5,12,12,17:00,19:00,NA
PALO,1/26/06,BN1,12,12,17:00,19:00,NA
PALO,1/26/06,BN2,12,12,17:00,19:00,NA
PALO,1/26/06,BN3,12,12,17:00,19:00,NA
PALO,1/26/06,BN4,12,12,17:00,19:00,NA
PALO,1/26/06,BN5,12,12,17:00,19:00,NA
PALO,1/26/06,CS1,12,12,17:00,19:00,NA
PALO,1/26/06,CS2,12,12,17:00,19:00,NA
PALO,1/26/06,CS3,12,12,17:00,19:00,NA
PALO,1/26/06,CS4,12,12,17:00,19:00,NA
PALO,1/26/06,CS5,12,12,17:00,19:00,NA
PALO,1/26/06,CS6,12,12,17:00,19:00,NA
PALO,1/26/06,CS7,12,12,17:00,19:00,NA
PALO,1/26/06,CS8,12,12,17:00,19:00,NA
PALO,1/26/06,CS9,12,12,17:00,19:00,NA
PALO,1/26/06,CN1,12,12,17:00,19:00,NA
PALO,1/26/06,CN2,12,12,17:00,19:00,NA
PALO,1/26/06,CN3,12,12,17:00,19:00,NA
PALO,1/26/06,CN4,12,12,17:00,19:00,NA
PALO,1/26/06,CN5,12,12,17:00,19:00,NA
PALO,1/26/06,R1,12,12,16:30,19:00,NA
PALO,1/26/06,R2,12,12,16:30,19:00,NA
PALO,1/26/06,R3,12,12,16:30,19:00,NA
PALO,1/26/06,R4,12,12,16:30,19:00,NA
PALO,1/26/06,R5,12,12,16:30,19:00,NA
PALO,1/27/06,AS1,12,12,7:00,19:00,NA
PALO,1/27/06,AS2,12,12,7:00,19:00,NA
PALO,1/27/06,AS3,12,12,7:00,19:00,NA
PALO,1/27/06,AN1,12,12,7:00,19:00,NA
PALO,1/27/06,AN2,12,12,7:00,19:00,NA
PALO,1/27/06,AN3,12,12,7:00,19:00,NA
PALO,1/27/06,BS1,12,12,7:00,19:00,NA
PALO,1/27/06,BS2,12,12,7:00,19:00,NA
PALO,1/27/06,BS3,12,12,7:00,19:00,NA
PALO,1/27/06,BS4,12,12,7:00,19:00,NA
PALO,1/27/06,BS5,12,12,7:00,19:00,NA
PALO,1/27/06,BN1,12,12,7:00,19:00,NA
PALO,1/27/06,BN2,12,12,7:00,19:00,NA
PALO,1/27/06,BN3,12,12,7:00,19:00,NA
PALO,1/27/06,BN4,12,12,7:00,19:00,NA
PALO,1/27/06,BN5,12,12,7:00,19:00,NA
PALO,1/27/06,CS1,12,12,7:00,19:00,NA
PALO,1/27/06,CS2,12,12,7:00,19:00,NA
PALO,1/27/06,CS3,12,12,7:00,19:00,NA
PALO,1/27/06,CS4,12,12,7:00,19:00,NA
PALO,1/27/06,CS5,12,12,7:00,19:00,NA
PALO,1/27/06,CS6,12,12,7:00,19:00,NA
PALO,1/27/06,CS7,12,12,7:00,19:00,NA
PALO,1/27/06,CS8,12,12,7:00,19:00,NA
PALO,1/27/06,CS9,12,12,7:00,19:00,NA
PALO,1/27/06,CN1,12,12,7:00,19:00,NA
PALO,1/27/06,CN2,12,12,7:00,19:00,NA
PALO,1/27/06,CN3,12,12,7:00,19:00,NA
PALO,1/27/06,CN4,12,12,7:00,19:00,NA
PALO,1/27/06,CN5,12,12,7:00,19:00,NA
PALO,1/27/06,R1,12,12,7:00,19:00,NA
PALO,1/27/06,R2,12,12,7:00,19:00,NA
PALO,1/27/06,R3,12,12,7:00,19:00,NA
PALO,1/27/06,R4,12,12,7:00,19:00,NA
PALO,1/27/06,R5,12,12,10:00,19:00,NA
PALO,1/27/06,R6,12,12,14:00,19:00,NA
PALO,1/27/06,R0,12,12,17:30,19:00,NA
PALO,1/28/06,AS1,12,12,7:00,11:00,NA
PALO,1/28/06,AS2,12,12,7:00,11:00,NA
PALO,1/28/06,AS3,12,12,7:00,11:00,NA
PALO,1/28/06,AN1,12,12,7:00,11:00,NA
PALO,1/28/06,AN2,12,12,7:00,11:00,NA
PALO,1/28/06,AN3,12,12,7:00,11:00,NA
PALO,1/28/06,BS1,12,12,7:00,11:00,NA
PALO,1/28/06,BS2,12,12,7:00,11:00,NA
PALO,1/28/06,BS3,12,12,7:00,11:00,NA
PALO,1/28/06,BS4,12,12,7:00,11:00,NA
PALO,1/28/06,BS5,12,12,7:00,11:00,NA
PALO,1/28/06,BN1,12,12,7:00,11:00,NA
PALO,1/28/06,BN2,12,12,7:00,11:00,NA
PALO,1/28/06,BN3,12,12,7:00,11:00,NA
PALO,1/28/06,BN4,12,12,7:00,11:00,NA
PALO,1/28/06,BN5,12,12,7:00,11:00,NA
PALO,1/28/06,CS1,12,12,7:00,11:00,NA
PALO,1/28/06,CS2,12,12,7:00,11:00,NA
PALO,1/28/06,CS3,12,12,7:00,11:00,NA
PALO,1/28/06,CS4,12,12,7:00,11:00,NA
PALO,1/28/06,CS5,12,12,7:00,11:00,NA
PALO,1/28/06,CS6,12,12,7:00,11:00,NA
PALO,1/28/06,CS7,12,12,7:00,11:00,NA
PALO,1/28/06,CS8,12,12,7:00,11:00,NA
PALO,1/28/06,CS9,12,12,7:00,11:00,NA
PALO,1/28/06,CN1,12,12,7:00,11:00,NA
PALO,1/28/06,CN2,12,12,7:00,11:00,NA
PALO,1/28/06,CN3,12,12,7:00,11:00,NA
PALO,1/28/06,CN4,12,12,7:00,11:00,NA
PALO,1/28/06,CN5,12,12,7:00,11:00,NA
PALO,1/28/06,R1,12,12,7:00,11:00,NA
PALO,1/28/06,R2,12,12,7:00,11:00,NA
PALO,1/28/06,R3,12,12,7:00,11:00,NA
PALO,1/28/06,R4,12,12,7:00,11:00,NA
PALO,1/28/06,R5,12,12,7:00,11:00,NA
PALO,1/28/06,R6,12,12,7:00,11:00,NA
PALO,1/28/06,R0,12,12,7:00,11:00,NA
PALO,2/7/08,AS1,12,12,17:00,19:00,NA
PALO,2/7/08,AS2,12,12,17:00,19:00,NA
PALO,2/7/08,AS3,12,12,17:00,19:00,NA
PALO,2/7/08,AN1,12,12,17:00,19:00,NA
PALO,2/7/08,AN2,12,12,17:00,19:00,NA
PALO,2/7/08,AN3,12,12,17:00,19:00,NA
PALO,2/7/08,AN4,12,12,17:00,19:00,NA
PALO,2/7/08,AN5,12,12,17:00,19:00,NA
PALO,2/7/08,BS1,12,12,17:30,19:00,NA
PALO,2/7/08,BS2,12,12,17:30,19:00,NA
PALO,2/7/08,BS3,12,12,17:30,19:00,NA
PALO,2/7/08,BS4,12,12,17:30,19:00,NA
PALO,2/7/08,BS5,12,12,17:30,19:00,NA
PALO,2/7/08,BN1,12,12,17:30,19:00,NA
PALO,2/7/08,BN2,12,12,17:30,19:00,NA
PALO,2/7/08,BN3,12,12,17:30,19:00,NA
PALO,2/7/08,BN4,12,12,17:30,19:00,NA
PALO,2/7/08,BN5,12,12,17:30,19:00,NA
PALO,2/7/08,CS1,12,12,18:00,19:00,NA
PALO,2/7/08,CS2,12,12,18:00,19:00,NA
PALO,2/7/08,CS6,12,12,18:00,19:00,NA
PALO,2/7/08,CS7,12,12,18:00,19:00,NA
PALO,2/7/08,CN1,12,12,18:00,19:00,NA
PALO,2/7/08,CN2,12,12,18:00,19:00,NA
PALO,2/7/08,CN3,12,12,18:00,19:00,NA
PALO,2/7/08,CN4,12,12,18:00,19:00,NA
PALO,2/7/08,R1,12,12,18:00,19:00,NA
PALO,2/7/08,R2,12,12,18:00,19:00,NA
PALO,2/7/08,R3,12,12,18:00,19:00,NA
PALO,2/7/08,R4,12,12,18:00,19:00,NA
PALO,2/7/08,R5,12,12,18:00,19:00,NA
PALO,2/7/08,R6,12,12,18:00,19:00,NA
PALO,2/8/08,AS1,12,12,7:00,19:00,NA
PALO,2/8/08,AS2,12,12,7:00,19:00,NA
PALO,2/8/08,AS3,12,12,7:00,19:00,NA
PALO,2/8/08,AN1,12,12,7:00,19:00,NA
PALO,2/8/08,AN2,12,12,7:00,19:00,NA
PALO,2/8/08,AN3,12,12,7:00,19:00,NA
PALO,2/8/08,AN4,12,12,7:00,19:00,NA
PALO,2/8/08,AN5,12,12,7:00,19:00,NA
PALO,2/8/08,BS1,12,12,7:00,19:00,NA
PALO,2/8/08,BS2,12,12,7:00,19:00,NA
PALO,2/8/08,BS3,12,12,7:00,19:00,NA
PALO,2/8/08,BS4,12,12,7:00,19:00,NA
PALO,2/8/08,BS5,12,12,7:00,19:00,NA
PALO,2/8/08,BN1,12,12,7:00,19:00,NA
PALO,2/8/08,BN2,12,12,7:00,19:00,NA
PALO,2/8/08,BN3,12,12,7:00,19:00,NA
PALO,2/8/08,BN4,12,12,7:00,19:00,NA
PALO,2/8/08,BN5,12,12,7:00,19:00,NA
PALO,2/8/08,CS1,12,12,7:00,19:00,NA
PALO,2/8/08,CS2,12,12,7:00,19:00,NA
PALO,2/8/08,CS3,12,12,11:30,19:00,NA
PALO,2/8/08,CS4,12,12,11:30,19:00,NA
PALO,2/8/08,CS5,12,12,11:30,19:00,NA
PALO,2/8/08,CS6,12,12,7:00,19:00,NA
PALO,2/8/08,CS7,12,12,7:00,19:00,NA
PALO,2/8/08,CN1,12,12,7:00,19:00,NA
PALO,2/8/08,CN2,12,12,7:00,19:00,NA
PALO,2/8/08,CN3,12,12,7:00,19:00,NA
PALO,2/8/08,CN4,12,12,7:00,19:00,NA
PALO,2/8/08,R1,12,12,7:00,19:00,NA
PALO,2/8/08,R2,12,12,7:00,19:00,NA
PALO,2/8/08,R3,12,12,7:00,19:00,NA
PALO,2/8/08,R4,12,12,7:00,19:00,NA
PALO,2/8/08,R5,12,12,7:00,19:00,NA
PALO,2/8/08,R6,12,12,7:00,19:00,NA
PALO,2/9/08,AS1,12,12,7:00,11:00,NA
PALO,2/9/08,AS2,12,12,7:00,11:00,NA
PALO,2/9/08,AS3,12,12,7:00,11:00,NA
PALO,2/9/08,AN1,12,12,7:00,11:00,NA
PALO,2/9/08,AN2,12,12,7:00,11:00,NA
PALO,2/9/08,AN3,12,12,7:00,11:00,NA
PALO,2/9/08,AN4,12,12,7:00,11:00,NA
PALO,2/9/08,AN5,12,12,7:00,11:00,NA
PALO,2/9/08,BS1,12,12,7:00,11:00,NA
PALO,2/9/08,BS2,12,12,7:00,11:00,NA
PALO,2/9/08,BS3,12,12,7:00,11:00,NA
PALO,2/9/08,BS4,12,12,7:00,11:00,NA
PALO,2/9/08,BS5,12,12,7:00,11:00,NA
PALO,2/9/08,BN1,12,12,7:00,11:00,NA
PALO,2/9/08,BN2,12,12,7:00,11:00,NA
PALO,2/9/08,BN3,12,12,7:00,11:00,NA
PALO,2/9/08,BN4,12,12,7:00,11:00,NA
PALO,2/9/08,BN5,12,12,7:00,11:00,NA
PALO,2/9/08,CS1,12,12,7:00,11:00,NA
PALO,2/9/08,CS2,12,12,7:00,11:00,NA
PALO,2/9/08,CS3,12,12,7:00,11:00,NA
PALO,2/9/08,CS4,12,12,7:00,11:00,NA
PALO,2/9/08,CS5,12,12,7:00,11:00,NA
PALO,2/9/08,CS6,12,12,7:00,11:00,NA
PALO,2/9/08,CS7,12,12,7:00,11:00,NA
PALO,2/9/08,CN1,12,12,7:00,11:00,NA
PALO,2/9/08,CN2,12,12,7:00,11:00,NA
PALO,2/9/08,CN3,12,12,7:00,11:00,NA
PALO,2/9/08,CN4,12,12,7:00,11:00,NA
PALO,2/9/08,R1,12,12,7:00,11:00,NA
PALO,2/9/08,R2,12,12,7:00,11:00,NA
PALO,2/9/08,R3,12,12,7:00,11:00,NA
PALO,2/9/08,R4,12,12,7:00,11:00,NA
PALO,2/9/08,R5,12,12,7:00,11:00,NA
PALO,2/9/08,R6,12,12,7:00,11:00,NA
PALO,1/31/07,AS 1,12,12,17:30,19:00,NA
PALO,1/31/07,AS 2,12,12,17:30,19:00,NA
PALO,1/31/07,AS 3,12,12,17:30,19:00,NA
PALO,1/31/07,AN1,12,12,17:30,19:00,NA
PALO,1/31/07,AN2,12,12,17:30,19:00,NA
PALO,1/31/07,AN3,12,12,17:30,19:00,NA
PALO,1/31/07,AN4,12,12,17:30,19:00,NA
PALO,1/31/07,AN5,12,12,17:30,19:00,NA
PALO,1/31/07,BS1,12,12,17:30,19:00,NA
PALO,1/31/07,BS2,12,12,17:30,19:00,NA
PALO,1/31/07,BS3,12,12,17:30,19:00,NA
PALO,1/31/07,BS4,12,12,17:30,19:00,NA
PALO,1/31/07,BN1,12,12,17:30,19:00,NA
PALO,1/31/07,BN2,12,12,17:30,19:00,NA
PALO,1/31/07,BN3,12,12,17:30,19:00,NA
PALO,1/31/07,BN4,12,12,17:30,19:00,NA
PALO,1/31/07,BN5,12,12,17:30,19:00,NA
PALO,1/31/07,CS1,12,12,18:00,19:00,NA
PALO,1/31/07,CS2,12,12,18:00,19:00,NA
PALO,1/31/07,CS3,12,12,18:00,19:00,NA
PALO,1/31/07,CS4,12,12,18:00,19:00,NA
PALO,1/31/07,CS5,12,12,18:00,19:00,NA
PALO,1/31/07,CS6,12,12,18:00,19:00,NA
PALO,1/31/07,CS7,12,12,18:00,19:00,NA
PALO,1/31/07,CS8,12,12,18:00,19:00,NA
PALO,1/31/07,CN1,12,12,18:00,19:00,NA
PALO,1/31/07,CN2,12,12,18:00,19:00,NA
PALO,1/31/07,CN3,12,12,18:00,19:00,NA
PALO,1/31/07,CN4,12,12,18:00,19:00,NA
PALO,1/31/07,CN5,12,12,18:00,19:00,NA
PALO,1/31/07,R1,12,12,18:00,19:00,NA
PALO,1/31/07,R2,12,12,18:00,19:00,NA
PALO,1/31/07,R3,12,12,18:00,19:00,NA
PALO,1/31/07,R4,12,12,18:00,19:00,NA
PALO,1/31/07,R5,12,12,18:00,19:00,NA
PALO,1/31/07,R6,12,12,18:00,19:00,NA
PALO,1/31/07,R7,12,12,18:00,19:00,NA
PALO,2/1/07,AS 1,12,12,7:00,19:00,NA
PALO,2/1/07,AS 2,12,12,7:00,19:00,NA
PALO,2/1/07,AS 3,12,12,7:00,19:00,NA
PALO,2/1/07,AN1,12,12,7:00,19:00,NA
PALO,2/1/07,AN2,12,12,7:00,19:00,NA
PALO,2/1/07,AN3,12,12,7:00,19:00,NA
PALO,2/1/07,AN4,12,12,7:00,19:00,NA
PALO,2/1/07,AN5,12,12,16:30,19:00,NA
PALO,2/1/07,BS1,12,12,7:00,19:00,NA
PALO,2/1/07,BS2,12,12,7:00,19:00,NA
PALO,2/1/07,BS3,12,12,7:00,19:00,NA
PALO,2/1/07,BS4,12,12,7:00,19:00,NA
PALO,2/1/07,BS6,12,12,10:30,19:00,NA
PALO,2/1/07,BN1,12,12,7:00,19:00,NA
PALO,2/1/07,BN2,12,12,7:00,19:00,NA
PALO,2/1/07,BN3,12,12,7:00,19:00,NA
PALO,2/1/07,BN4,12,12,7:00,19:00,NA
PALO,2/1/07,BN5,12,12,7:00,19:00,NA
PALO,2/1/07,CS1,12,12,7:00,19:00,NA
PALO,2/1/07,CS2,12,12,7:00,19:00,NA
PALO,2/1/07,CS3,12,12,7:00,19:00,NA
PALO,2/1/07,CS4,12,12,7:00,19:00,NA
PALO,2/1/07,CS5,12,12,7:00,19:00,NA
PALO,2/1/07,CS6,12,12,7:00,19:00,NA
PALO,2/1/07,CS7,12,12,7:00,19:00,NA
PALO,2/1/07,CS8,12,12,7:00,19:00,NA
PALO,2/1/07,CN1,12,12,7:00,19:00,NA
PALO,2/1/07,CN2,12,12,7:00,19:00,NA
PALO,2/1/07,CN3,12,12,7:00,19:00,NA
PALO,2/1/07,CN4,12,12,7:00,19:00,NA
PALO,2/1/07,CN5,12,12,7:00,19:00,NA
PALO,2/1/07,R1,12,12,7:00,19:00,NA
PALO,2/1/07,R2,12,12,7:00,19:00,NA
PALO,2/1/07,R3,12,12,7:00,19:00,NA
PALO,2/1/07,R4,12,12,7:00,19:00,NA
PALO,2/1/07,R4.5,12,12,10:30,19:00,NA
PALO,2/1/07,R5,12,12,7:00,19:00,NA
PALO,2/1/07,R6,12,12,7:00,19:00,NA
PALO,2/1/07,R7,12,12,7:00,19:00,NA
PALO,2/2/07,AS 1,12,12,7:00,19:00,NA
PALO,2/2/07,AS 2,12,12,7:00,19:00,NA
PALO,2/2/07,AS 3,12,12,7:00,19:00,NA
PALO,2/2/07,AN1,12,12,7:00,19:00,NA
PALO,2/2/07,AN2,12,12,7:00,19:00,NA
PALO,2/2/07,AN3,12,12,7:00,19:00,NA
PALO,2/2/07,AN4,12,12,7:00,19:00,NA
PALO,2/2/07,AN5,12,12,7:00,19:00,NA
PALO,2/2/07,BS1,12,12,7:00,19:00,NA
PALO,2/2/07,BS2,12,12,7:00,19:00,NA
PALO,2/2/07,BS3,12,12,7:00,19:00,NA
PALO,2/2/07,BS4,12,12,7:00,19:00,NA
PALO,2/2/07,BS6,12,12,7:00,19:00,NA
PALO,2/2/07,BN1,12,12,7:00,19:00,NA
PALO,2/2/07,BN2,12,12,7:00,19:00,NA
PALO,2/2/07,BN3,12,12,7:00,19:00,NA
PALO,2/2/07,BN4,12,12,7:00,19:00,NA
PALO,2/2/07,BN5,12,12,7:00,19:00,NA
PALO,2/2/07,CS1,12,12,7:00,19:00,NA
PALO,2/2/07,CS2,12,12,7:00,19:00,NA
PALO,2/2/07,CS3,12,12,7:00,19:00,NA
PALO,2/2/07,CS4,12,12,7:00,19:00,NA
PALO,2/2/07,CS5,12,12,7:00,19:00,NA
PALO,2/2/07,CS6,12,12,7:00,19:00,NA
PALO,2/2/07,CS7,12,12,7:00,19:00,NA
PALO,2/2/07,CS8,12,12,7:00,19:00,NA
PALO,2/2/07,CN1,12,12,7:00,19:00,NA
PALO,2/2/07,CN2,12,12,7:00,19:00,NA
PALO,2/2/07,CN3,12,12,7:00,19:00,NA
PALO,2/2/07,CN4,12,12,7:00,19:00,NA
PALO,2/2/07,CN5,12,12,7:00,19:00,NA
PALO,2/2/07,R1,12,12,7:00,19:00,NA
PALO,2/2/07,R2,12,12,7:00,19:00,NA
PALO,2/2/07,R3,12,12,7:00,19:00,NA
PALO,2/2/07,R4,12,12,7:00,19:00,NA
PALO,2/2/07,R4.5,12,12,10:30,19:00,NA
PALO,2/2/07,R5,12,12,7:00,19:00,NA
PALO,2/2/07,R6,12,12,7:00,19:00,NA
PALO,2/2/07,R7,12,12,7:00,19:00,NA
PALO,2/2/07,R10,12,12,16:15,19:00,NA
PALO,2/3/07,AS 1,12,12,7:00,10:00,NA
PALO,2/3/07,AS 2,12,12,7:00,10:00,NA
PALO,2/3/07,AS 3,12,12,7:00,10:00,NA
PALO,2/3/07,AN1,12,12,7:00,10:00,NA
PALO,2/3/07,AN2,12,12,7:00,10:00,NA
PALO,2/3/07,AN3,12,12,7:00,10:00,NA
PALO,2/3/07,AN4,12,12,7:00,10:00,NA
PALO,2/3/07,AN5,12,12,7:00,10:00,NA
PALO,2/3/07,BS1,12,12,7:00,10:00,NA
PALO,2/3/07,BS2,12,12,7:00,10:00,NA
PALO,2/3/07,BS3,12,12,7:00,10:00,NA
PALO,2/3/07,BS4,12,12,7:00,10:00,NA
PALO,2/3/07,BS6,12,12,7:00,10:00,NA
PALO,2/3/07,BN1,12,12,7:00,10:00,NA
PALO,2/3/07,BN2,12,12,7:00,10:00,NA
PALO,2/3/07,BN3,12,12,7:00,10:00,NA
PALO,2/3/07,BN4,12,12,7:00,10:00,NA
PALO,2/3/07,BN5,12,12,7:00,10:00,NA
PALO,2/3/07,CS1,12,12,7:00,10:00,NA
PALO,2/3/07,CS2,12,12,7:00,10:00,NA
PALO,2/3/07,CS3,12,12,7:00,10:00,NA
PALO,2/3/07,CS4,12,12,7:00,10:00,NA
PALO,2/3/07,CS5,12,12,7:00,10:00,NA
PALO,2/3/07,CS6,12,12,7:00,10:00,NA
PALO,2/3/07,CS7,12,12,7:00,10:00,NA
PALO,2/3/07,CS8,12,12,7:00,10:00,NA
PALO,2/3/07,CN1,12,12,7:00,10:00,NA
PALO,2/3/07,CN2,12,12,7:00,10:00,NA
PALO,2/3/07,CN3,12,12,7:00,10:00,NA
PALO,2/3/07,CN4,12,12,7:00,10:00,NA
PALO,2/3/07,CN5,12,12,7:00,10:00,NA
PALO,2/3/07,R1,12,12,7:00,10:00,NA
PALO,2/3/07,R2,12,12,7:00,10:00,NA
PALO,2/3/07,R3,12,12,7:00,10:00,NA
PALO,2/3/07,R4,12,12,7:00,10:00,NA
PALO,2/3/07,R4.5,12,12,10:30,10:00,NA
PALO,2/3/07,R5,12,12,7:00,10:00,NA
PALO,2/3/07,R6,12,12,7:00,10:00,NA
PALO,2/3/07,R7,12,12,7:00,10:00,NA
PALO,2/3/07,R10,12,12,16:15,10:00,NA
PALO,2/19/04,AS1,12,12,17:00,19:00,NA
PALO,2/19/04,AS2,12,12,17:00,19:00,NA
PALO,2/19/04,AS3,12,12,17:00,19:00,NA
PALO,2/19/04,AN1,12,12,17:00,19:00,NA
PALO,2/19/04,AN2,12,12,17:00,19:00,NA
PALO,2/19/04,AN3,12,12,17:00,19:00,NA
PALO,2/19/04,R1,12,12,17:00,19:00,NA
PALO,2/19/04,R2,12,12,17:00,19:00,NA
PALO,2/19/04,R3,12,12,17:00,19:00,NA
PALO,2/19/04,R4,12,12,17:00,19:00,NA
PALO,2/19/04,R5,12,12,17:00,19:00,NA
